paper,title,datetime,writing,writer
YTN,"[날씨] 가을장마 시작, 영동엔 호우...기온 '뚝', 늦더위 물러나",2023.09.13. 오후 1:03,"			[앵커]전국에 가을장마가 시작되면서 기승을 부리던 늦더위가 차츰 물러나겠습니다.다만 오늘과 내일은 영동에, 이번 주말과 휴일에는 전국에 국지성 호우가 내릴 것으로 보여 주의가 필요합니다.취재기자 연결해 자세한 비 전망 알아보겠습니다. 김민경 기자!비가 내리면서 늦더위가 주춤하고 있죠?[기자]그렇습니다. 비가 내리며 기온이 어제보다 뚝 떨어졌습니다.오늘 서울 낮 기온이 24도로 어제보다 6도나 낮고, 다른 지역도 낮 기온이 모두 30도 아래 머물 것으로 보입니다.9월이 시작된 이후에도 기승을 부리던 늦더위가 물러나는 겁니다.우리나라 북서쪽에서 차고 건조한 공기가 밀려오며 동서로 길게 정체전선이 형성됐기 때문인데요,이른바, 가을장마입니다.우리나라 주변에서 뜨거운 공기와 차가운 공기가 교차하면서 동해안에는 이례적인 현상이 나타났는데요.바로 용오름입니다.오늘 오전 경북 포항 호미곶에서 촬영된 화면인데요.회오리 모양으로 형성된 거대한 물줄기가 바다에서 상공으로 솟구쳐 오르고 있습니다.영이 승천하는 모양을 닮았다고 해서 용오름이라는 이름이 붙었습니다.[앵커]가을장마라고 하면 비가 길게 이어질 것 같은데, 언제까지 비가 얼마나 내리는 건가요?[기자]우선 오늘 내리는 비는 내일 오전까지 이어지겠습니다.현재 강원 영동과 전남 완도에는 호우주의보가 내려져 있는데요.내일까지 강원 영동에는 최고 100mm 이상, 충청과 호남, 영남에 많게는 70mm 이상, 수도권에도 10에서 60mm의 비가 내리겠습니다.하지만 모레부터 다시 비가 시작돼 휴일까지 사흘간 이어질 것으로 보이는데요.강수량이 예보되지는 않았지만, 주말과 휴일에는 국지성 호우가 내리는 곳도 있을 것으로 보여 각별한 주의가 필요합니다.기상청은 다음 주 초까지는 가을장마의 영향권에서 날씨의 변동성이 크겠다고 전망했습니다.지금까지 문화생활과학부에서 YTN 김민경입니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr		",김민경(kimmink@ytn.co.kr)
디지털타임스,`성추문` 고은 시인 신작 `무의 노래` 판매 재개…판매량은 저조,2023.09.13. 오전 11:37,"고은 시인. 연합뉴스 자료사진    시인 고은(90)의 시집 '무의 노래' 판매가 재개된 것으로 확인됐다. 올해 초 출간됐다가 과거 성추행 의혹에 따른 논란으로 공급이 중단된 지 반년여만이다.13일 출판계와 서점업계에 따르면 실천문학사는 지난 7월 말부터 '무의 노래'의 시중 공급을 재개했다. 현재 교보문고와 예스24 등 주요 인터넷 서점에서 판매되고 있으며, 판매량은 현재까지 100권 미만으로 파악된다.고은 시인은 지난 1월 신작 시집 '무의 노래'와 대담집 '고은과의 대화'를 함께 펴냈다. 2018년 최영미 시인의 성추행 폭로로 활동을 중단한 지 5년 만이다. 하지만 고 시인이 제대로 된 사과나 유감 표명도 없이 문단에 복귀한 것에 대해 비판 여론이 일자 이내 실천문학사는 사과의 뜻과 함께 시집 공급을 중단한다고 밝힌 바 있다.고은 시인의 성추행 의혹은 최영미 시인이 시 '괴물'에서 그를 암시하는 원로 문인의 과거 성추행 행적을 고발한 사실이 알려지며 불거졌다. 논란이 커지자 고은 시인은 2018년 영국 가디언을 통해 ""나 자신과 아내에게 부끄러울 일은 하지 않았다""고 의혹을 부인하며 ""집필을 계속할 것""이란 입장을 밝히기도 했다. 이후 최영미 시인 등을 상대로 손해배상청구 소송을 제기했지만 2019년 항소심에서 패소했다.이번 판매 재개에 앞서 실천문학사는 출간의 당위성을 주장하기도 했다. 윤한룡 실천문학사 대표는 계간 '실천문학' 봄여름호(147호)에 게재한 '출판과 언론의 자유 충돌과 공존의 길'이라는 글에서 고 시인의 시집 출간은 기본권인 표현의 자유에 해당한다고 강조했다.고 시인은 이번 신작에 대한 작가의 말에서 ""시집 '초혼'과 '어느 날'이 나온 뒤로 5년""이라며 ""거의 연중무휴로 시의 시간을 살았다""고 했다. 시집 판매 재개 직후인 지난 7월 말에는 경기도 양평에서 자신의 구순을 축하하는 문집 헌정 행사에도 참석한 것으로 알려졌다.  		",팽동현 기자(dhp@dt.co.kr)
연합뉴스,'운전자 뇌파 측정해 졸음운전 예방' 현대모비스에 대통령상,2023.09.12. 오후 12:00,"행정안전부 로고[촬영 김지헌]    (서울=연합뉴스) 계승현 기자 = 행정안전부는 2023년 대한민국 안전기술대상 대통령상 수상자로 현대모비스의 졸음운전 예방 기술을 선정했다고 12일 밝혔다.     현대모비스는 운전자의 컨디션을 뇌파로 실시간 측정하고 청각, 촉각, 시각 작동 신호를 운전자에게 보내 졸음운전 사고를 예방하는 '엠브레인'(M.Brain)을 개발했다.     재난안전 연구개발 분야 최우수상에는 산업용 섬유 기업 '라지' 소속 김늘새롬 연구소장의 전기차 화재 대응 고내열 원단 및 재봉사 적용 질식소화포가 선정됐다.     시상식은 주한 외교사절단, 관계기관 주요인사 등 내외빈 80여명이 참석하는 가운데 13일 일산 킨텍스에서 열리는 '2023년 대한민국 안전산업박람회' 개막식에서 진행된다.    key@yna.co.kr",계승현(key@yna.co.kr)
MBC,"애플, 아이폰15 시리즈 공개‥아이폰 최초 USB-C 충전단자 도입",2023.09.13. 오전 5:22,"자료 사진 제공 : 연합뉴스애플이 최신 스마트폰인 아이폰15 시리즈 등 새로운 제품을 공개했습니다. 애플은 이날 미 캘리포니아주 쿠퍼티노에 있는 애플파크에서 행사를 열고 아이폰15 시리즈와 애플워치 등 신제품을 선보였습니다. 아이폰15 시리즈는 전작과 같이 6.1인치형 기본 모델과 6.7인치형 플러스, 고급 모델인 6.1인치형 프로와 6.7인치형 프로맥스로 구성됐으며 가격은 지난해 같은 수준을 유지했습니다. 또, 아이폰 최초로 기존의 라이트닝 포트 대신 `USB-C` 충전단자가 도입됐습니다.  이는 유럽연합(EU)이 2024년부터 유럽에서 판매되는 모든 전자기기에 USB-C를 의무화하도록 한 데 따른 것입니다. 프로와 프로 맥스 고급 모델은 `티타늄` 케이스로 새롭게 변신했습니다. 이와 관련해 애플은 ""우주선에 사용되는 것과 동일한 이 프리미엄 합금은 어느 금속에 견주어도 가장 높은 비강도를 자랑한다""며 ""이로써 애플 사상 가장 가벼운 라인업이 완성됐다""고 설명했습니다.",신지영(shinji@mbc.co.kr)
지디넷코리아,갤럭시Z폴드5 '톰브라운 에디션' 완판...7시간 동안 11만 명 몰려,2023.09.13. 오전 10:11,"제품배송 14일부터 순차적 진행삼성전자는 한정판 '갤럭시Z폴드5 톰브라운 에디션' 추첨 판매가 높은 인기를 끌며 마감됐다고 13일 밝혔다.이날 삼성전자에 따르면 지난 12일 오전 10시부터 오후 5시까지 삼성전자 홈페이지를 통해 진행된 '갤럭시Z폴드5 톰브라운 에디션' 추첨 판매에 약 11만명이 응모했다.갤럭시Z 폴드5 톰브라운 에디션 (사진=삼성전자)삼성전자와 톰브라운 브랜드가 협업해 제작한 스페셜 에디션은 수량이 한정돼 있다. 삼성전자는 과거 운영했던 다양한 스페셜 에디션이 순식간에 완판됐던 것을 고려해, 갤럭시 톰브라운 에디션의 경우 온라인 추첨 방식을 도입해 왔다.'갤럭시Z폴드5 톰브라운 에디션'의 당첨자 발표는 13일 오전 9시에 '삼성 닷컴'을 통해 진행됐다. 당첨자는 이날 오전 9시부터 오후 2시까지 삼성닷컴에서 제품을 구매할 수 있다. 제품 배송은 14일부터 순차적으로 진행된다.갤럭시Z폴드5 톰브라운 에디션은 폴드5 512GB 제품과 '갤럭시워치6 40mm 블루투스' 모델이 포함돼 있다. 또 톰브라운 디자인이 적용된 블랙 색상의 가죽 케이스 2종과, 노트 필기와 아이디어 구상을 위해 편리하게 사용할 수 있는 'S펜 폴드 에디션'이 파우치와 함께 제공된다.가격은 429만원이다.",이나리 기자(narilee@zdnet.co.kr)
연합뉴스,"백악관 ""北 사이버활동으로 미사일 재원 획득…한미일 공조강화""",2023.09.12. 오후 12:01,"한미, 北 사이버위협 정조준…""北 사이버 위협에 맞서 싸우고 제재 회피 막아야""국정원 ""北 세계 금융기관·가상자산 공격 통해 핵·미사일 개발 자금 조달""GCPR 2023, 환영사 하는 김규현 국정원장(서울=연합뉴스) 최재구 기자 = 12일 서울 웨스틴조선호텔에서 열린 사이버공간 국제 평화안보체제 구축에 관한 학술회의 개회식에서 김규현 국가정보원 원장이 환영사를 하고 있다. 2023.9.12 jjaeck9@yna.co.kr(서울=연합뉴스) 강건택 기자 = 한미 사이버 안보 당국과 전문가들이 북한의 사이버 위협에 초점을 맞춰 대응 전략을 점검하고 철통같은 공조 태세를 다짐했다.    국가정보원이 국가보안기술연구소와 함께 12일 서울 웨스틴조선호텔에서 주최한 2023 사이버공간 국제 평화안보체계 구축에 관한 국제 학술회의에서다.    앤 뉴버거 미국 백악관 국가안보회의(NSC) 사이버·신기술 담당 부보좌관은 화상 연설을 통해 ""북한은 사이버 활동을 통해 대량파괴무기(WMD)와 탄도미사일 프로그램의 재원을 획득하고 있다""며 ""한미일 3개국 실무그룹은 북한의 사이버 위협에 맞서 싸우고 제재 회피를 막아내기 위해 국제사회와 공조를 강화할 것""이라고 말했다.     뉴버거 부보좌관은 ""우리는 정보를 공유하고 북한의 암호화폐 도난, 세탁, 사용과 WMD 재원 조달을 위한 북한의 인력 활용, 악의적 사이버 행위자들에 대해 공동 대응할 것""이라고 설명했다.    그는 ""사이버 위협에는 국경이 없다""며 ""특히 우리와 강력한 동맹 관계에 있는 한국과의 협력이 중요하다""고 강조했다. 이런 관점에서 지난달 사이버 공간에서의 공조 체제를 다진 한미일 정상회의 선언이 ""자랑스럽다""고 했다.    뉴버거 부보좌관은 인공지능(AI)과 같은 신기술을 악용한 사이버 공격의 진화를 우려하면서 ""하지만 우리는 반드시 방어를 통해 승리해야만 한다""고 두 번이나 힘줘 말한 뒤 ""한국의 사이버 대응 민관 통합 노력을 칭찬하고 싶다""고 전했다.백악관에서 브리핑하는 앤 뉴버거 미국 국가안보회의(NSC) 사이버·신기술 담당 부보좌관[EPA 연합뉴스 자료사진]국정원 국가사이버안보센터장도 기조연설에서 ""국가가 배후인 해킹 조직들이 지금 이 순간에도 사이버 공간의 평화와 안보를 위협하고 있다""면서 ""특히 북한은 전 세계 금융기관과 가상자산에 대한 무차별적인 공격을 통해 핵·미사일 개발 자금과 통치 자금을 조달하고 있다""고 지적했다.    그는 이들 해킹 조직이 AI를 활용한 가짜뉴스 등 '영향력 공작'으로 자유민주주의 가치까지 훼손하고 있다며 ""위협 세력에 대한 추적과 제재 등 과거와 달리 적극적이고 봉쇄적 조치를 고려해야 한다""고 제안했다.    최효진 국가보안기술연구소장도 개회사를 통해 ""북한의 사이버 공격은 물리적 공간으로 전이돼 대한민국에 직접적 안보 위협으로 다가오고 있다""면서 ""사이버 안보를 국가안보 선순위로 설정해 다양한 분야에서 협력해야 한다""고 말했다.    참석한 여야 의원들도 북한 문제 등을 거론하며 사이버 안보만큼은 협력이 중요하다는 메시지를 냈다.    국회 정보위원회 국민의힘 유상범 간사는 ""우리나라는 세계 최고 수준의 정보, 인프라, 통신으로 국민 생활의 상당 부분을 사이버에 의존하고 있는 IT 선진국으로서 역설적으로 사이버를 비대칭 전력으로 활용 중인 북한의 위협에 상시 노출돼 있다""며 선제 대응을 위한 국가 사이버안보기본법 제정을 촉구했다.    더불어민주당 정보위 간사인 윤건영 의원은 ""사이버 안보만큼은 힘을 합쳐서 대비하고 대응 방안을 마련해야 한다""면서 ""러시아-우크라이나 전쟁으로 사이버 안보의 중요성이 어느 때보다 더 높아졌다""고 지적했다.    이틀간 열리는 이번 학술회의에는 '사이버 안보 위협에 대한 국제적 책임'을 주제로 해외 안보기관 관계자 등 국내외 사이버안보 전문가 30여 명이 온오프라인으로 참석해 발표와 토론을 한다.    firstcircle@yna.co.kr",강건택(firstcircle@yna.co.kr)
이데일리,ITU-T SG17 국제회의 성료…사이버보안 표준 9건 승인,2023.09.13. 오후 12:01,"ITU-T SG17 국제회의서 사이버보안 표준 논의랜섬웨어·비식별화 등 국제표준 사전채택(사진=과학기술정보통신부)[이데일리 김가은 기자]과학기술정보통신부는 지난 29일부터 일산 킨텍스에서 개최된 국제연합(UN) 산하 국제전기통신연합 전기통신표준화 부문(ITU-T) 정보보호연구반(SG17) 국제회의를 성료했다고 13일 밝혔다.이번 회의에는 전 세계 43개국 전문가 346명(온·오프라인 병행)이 참석해 사이버보안 국제표준 개발을 주제로 토론했다.우리나라는 총 9건의 표준 승인 성과(표준·부속서·기술보고서 최종 승인 3건, 표준 사전채택 6건)를 거뒀다. 이는 전체 표준 27건 중 33%에 해당한다.구체적으로 △비식별화 보증 프레임워크(한국인터넷진흥원, 순천향대, 금융보안원) 부속서 승인 △랜섬웨어 대응을 위한 스토리지 보호 프레임워크(나무소프트) △표적형 이메일 공격 대응을 위한 보안 요구사항(기원테크) △텔레바이오인식 기반 반려동물 개체식별 인증서비스(한국인터넷진흥원, 파이리코) △디지털 금융 서비스를 위한 보안 보증 프레임워크(순천향대) 등이 국제표준으로 사전채택 됐다. 또한 우리나라가 제안한 인공지능(AI) 시스템 보안 요구사항(순천향대), 커넥티트 카 보안(현대자동차), 분산원장기술기반 원타임 암호키 기반 인증 프레임워크(FNSValue, 순천향대), 상호운용성을 위한 분산원장기술 게이트웨이 보안요구사항(드림시큐리티) 등 신규 표준화 아이템(NWI) 9건도 승인됐다.뿐만 아니라 차기 연구회기(2025년~2028년) 신규 표준화 주제로 제로트러스트, SW 공급망 보안, AI 보안, 메타버스·디지털트윈 보안, 양자통신 보안 등을 제안해 향후 국제표준화를 위한 초석을 마련했다. 박윤규 과기정통부 2차관은 “이번 SG17 회의 개최를 통해 우리나라 정보보호 표준화 리더십을 강화하고 국내 정보보호 산업체 전문가의 국제표준화 참여를 확대하는 계기가 됐다”며 “정부는 우리나라 산·학·연 전문가들이 사이버보안 국제표준화 논의를 주도적으로 이끌어갈 수 있도록 지속적으로 지원하겠다”고 했다.",김가은(7rsilver@edaily.co.kr)
조선비즈,130g 소프트 로봇 그리퍼로 100kg 물건 들어올린 비결,2023.09.13. 오후 12:01,"KIST 송가혜 박사 연구팀·KAIST 이대영 교수팀 공동 개발국내 연구팀이 130g의 소재로 100kg 이상의 물체를 들어올릴 수 있는 소프트 로봇 그리퍼를 만들었다. 사진은 그리퍼의 동작 모습. /한국과학기술연구원(KIST) 제공.        KIST 연구팀이 직조 구조를 모방한 소프트 로봇 그리퍼를 개발했다. 소프트 그리퍼는 무거운 물체를 들어올리기 어려웠는데, KIST 연구팀은 130g의 소재로 100kg 이상의 물체를 들어 올릴 수 있도록 만들었다.한국과학기술연구원(KIST) 지능로봇연구단 송가혜 선임연구원 연구팀은 한국과학기술원(KAIST) 항공우주공학과 이대영 교수팀과 함께 130g의 소재로 100kg 이상의 물체를 파지할 수 있는 직조 구조의 소프트 그리퍼를 공동 개발했다고 13일 밝혔다.소프트 로봇 그리퍼는 로봇의 손처럼 동작해 물체를 안전하게 잡거나 놓는 등의 기능을 수행하는 장치다. 소프트 로봇 그리퍼는 가사용 로봇이나 물류용 로봇을 위해 연구가 진행 중이지만, 적재 용량이 낮아 무거운 물체를 들어올리기가 어려웠다. 또 물건을 움켜쥐는 ‘파지(grasping)’ 안정성이 낮아 약한 외부 충격에도 물체를 놓치기 쉬웠다.연구팀은 이런 단점을 보완하기 위해 직물에서 착안한 새로운 구조를 적용했다. 연구팀이 주목한 직조 기술은 낱개의 실을 단단히 얽어 견고한 직물을 만드는 기술이다. 해당 기술은 무거운 물건을 안정적으로 지지할 수 있어 수 세기에 걸쳐 의류, 가방 및 산업용 직물 등에 활용돼 왔다. 연구팀은 얇은 PET플라스틱 띠들이 직조 구조로 얽히고 풀어질 수 있도록 설계해 그리퍼를 제작했다.해당 방식으로 연구팀은 130g의 직조 구조 그리퍼를 만들어 100kg의 물체를 들어올릴 수 있도록 했다. 기존 그리퍼는 같은 무게로 최대 20kg 내외를 들어 올릴 수 있었다. 자체 무게 대비 적재 용량을 월등히 증가시키는 데 성공한 것이다.연구팀은 단가 낮은 재료를 사용해 가격 경쟁력도 높였다. 연구팀이 개발한 소프트 로봇 그리퍼의 재료 단가는 수천 원인 것으로 나타났다. 또한 플라스틱 띠를 체결하는 방식만으로 소프트 로봇 그리퍼의 제작이 완료될 수 있어 제작공정이 10분 이내로 간단하고 교체 및 유지보수도 쉽다고 연구팀은 설명했다.송가혜 KIST 선임연구원은 “이번에 개발된 직조 구조의 그리퍼는 소프트 로봇의 강점이 있으면서도 강성 그리퍼 수준으로 무거운 물체를 움켜쥘 수 있다”면서 “동전부터 자동차까지 다양한 크기로 제작할 수 있고, 여러 가지 형태와 무게의 물체를 파지할 수 있어 소프트 그리퍼를 필요로 하는 산업, 물류, 가사 등의 분야에서 활용할 수 있을 것”이라고 말했다.이번에 개발된 소프트 로봇 그리퍼는 연구팀이 주재료로 활용한 플라스틱 외에도 탄성을 보유한 고무 및 화합물 등의 다양한 재료로도 제작할 수 있다.연구 결과는 국제학술지 ‘네이처 커뮤니케이션즈(Nature Communications)’에 지난 8월 2일 게재됐다.참고 자료Nature Communications, DOI: https://doi.org/10.1038/s41467-023-40358-y",김효선 기자 hyosun@chosunbiz.com
조선일보,"‘연락처로 카톡 염탐’ 방지... 카카오, 전화번호 친추 막는 기능 도입",2023.09.13. 오전 11:55,"카카오는 12일 카카오톡에 ‘전화번호로 친구 추가 허용’ 옵션을 도입했다. /카카오										카카오가 12일 카카오톡에 ‘전화번호로 친구 추가 허용’ 옵션을 도입했다고 밝혔다.카카오톡을 최신 버전으로 업데이트한 이용자는 카카오톡 설정 내 프로필 관리 영역에서 ‘전화번호로 친구 추가 허용’ 옵션 활성화 여부를 선택할 수 있다. 기존에는 상대방이 내 전화번호를 저장하면 자동으로 친구 추가가 돼 프로필 사진 등을 볼 수 있었다. 이번 업데이트를 통해 이 옵션을 비활성화하면 다른 사람이 내 전화번호를 연락처에 가지고 있거나 전화번호를 검색해 친구 추가를 시도해도 친구 추가가 되지 않는다.해당 옵션을 비활성화한 이용자를 친구로 추가하려면 친구탭 상단의 친구 추가 버튼을 클릭해 카카오톡 ID로 추가하거나 친구 추가용 QR코드를 스캔해야 한다. 또는 카카오톡 단체채팅방에서 친구의 프로필을 클릭해 친구를 추가할 수 있다.카카오는 “카카오톡에는 멀티프로필, 차단 등 사생활 보호 기능이 있었다”면서도 “이번 업데이트를 통해 원치 않는 상대가 친구 추가하거나 피싱/스팸 등 불필요한 메시지로 스트레스를 받았던 이용자 불안이 줄어들 것”이라고 했다.이번 옵션 추가는 카카오가 진행하는 ‘카톡이지’ 프로젝트의 일환이다. 카카오는 이용자의 대화 스트레스, 부담을 줄이기 위해 지난 5월 이 프로젝트를 시작하고 \‘조용히 나가기’, ‘조용한 채팅방’ 등 다양한 기능들을 추가했다.이번 업데이트를 통해 이용자 편의 기능들도 도입했다. 실험실 기능이었던 ‘말풍선 더블탭 공감 기능’이 정식 도입돼, 이용자들은 말풍선을 더블탭해서 ‘하트’, ‘엄지척’, ‘체크’ 등 자신이 설정한 공감을 쉽고 빠르게 남길 수 있다. 카카오톡 내 저장 여유공간도 손쉽게 관리할 수 있게 됐다.카카오 양주일 카카오톡 부문장은 “앞으로도 다양한 개선 사항들을 반영해 이용자 만족도 및 편의 향상을 위해 노력하겠다”고 했다.",박지민 기자 bgm@chosun.com
디지털타임스,ETRI-加 양자컴퓨팅 기업 손잡고 원천기술 확보 나선다,2023.09.13. 오전 11:36,"캐나다 자나두와 양자컴퓨팅 공동연구 추진한국전자통신연구원(ETRI)은 캐나다의 광기반 양자컴퓨팅 분야의 세계적 기업인 자나두(Xanadu)와 양자컴퓨팅과 머신러닝 연구 분야에 협력키로 했다고 13일 밝혔다.자나두는 구글, 중국과학기술대에 이어 세계 3위 양자컴퓨팅 기술력을 확보한 글로벌 양자컴퓨팅 하드웨어 선도기업으로 평가받고 있다. 현재 180명 이상의 전문가가 연구개발을 수행하고 있다. 특히 광기반 양자컴퓨팅 분야에서 하드웨어, 소프트웨어 개발을 선도하는 글로벌 기업으로 명성을 얻고 있다.ETRI는 자나두와 양자컴퓨팅 구현에 필요한 하드웨어·소프트웨어 개발과 머신러닝 활용 등을 위한 공동연구와 인력교류를 추진할 계획이다. 특히 포토닉스 기반 양자컴퓨팅·머신러닝 분야 기술 개발 협력을 통해 계산 성능의 파괴적 혁신을 가져올 컴퓨팅 원천기술을 확보하겠다는 구상이다.방승찬 ETRI 원장은 ""이번 국제연구협력을 통해 양자컨퓨팅 조기 개발과 머신러닝 활용을 위한 연구 등에 큰 도움이 될 것""이라고 말했다.크리스천 위드브룩 자나두 CEO는 ""ETRI와 공동연구, 인력교류를 통해 양자컴퓨팅 기술 발전에 더욱 노력하겠다""고 밝혔다. ETRI는 캐나다 양자컴퓨팅 분야 세계적 기업인 자나두와 양자컴퓨팅 구현에 필요한 하드웨어, 소프트웨어 등에 협력키로 했다. ETRI 제공    ",이준기 기자(bongchu@dt.co.kr)
한국경제,"고바이오랩 ""마이크로바이옴으로 먹는 GLP-1 비만약 개발""",2023.09.13. 오후 12:21,"항비만 3종 균주 혼합해 투약 기존 항비만 대비 가격 낮출 것 건기식 사업 순항, 캐시카우 확보올해 연매출 300억원 달성 목표“단일 균주가 아닌 3종의 균주를 투약하는 마이크로바이옴 비만치료제를 개발할 계획입니다.”이한승 고바이오랩 부사장은 13일 ‘코리아 인베스트먼트 위크(KIW) 2023’에 참석해 “위고비, 마운자로 등 현재 세계적으로 돌풍을 일으키고 있는 GLP-1 계열 비만치료제는 주사제다”며 “반면 고바이오랩은 경구용으로 개발할 것”이라고 말했다. GLP-1은 음식을 섭취하면 우리 몸에서 분비되는 호르몬이다. 뇌에 배고픔을 줄이겠다는 신호를 전달한다. 반감기는 1~2분밖에 되지 않는다. 노보노디스크 위고비와 일라이릴리 마운자로는 반감기를 늘리는 기술을 적용해 비만치료제로 개발했다. 주 1회 투여하는 주사제다. 고바이오랩의 비만치료제 신약 후보물질 KBLP-004는 항비만 효과를 보이는 3종의 균주를 경구용으로 투약한다. 이 부사장은 “3종 균주는 다른 균주의 성장을 돕는 역할(공생 효과), 장관벽에 투과율을 강화해 건강한 장 상태를 유지해 주는 효과. GLP-1 분비를 유도한다”며 “3종 균주가 혼합됐을 때 최적의 효과를 내는 비율을 확인하는 작업을 하고 있다”고 말했다. 그러면서 “장내환경 변화를 유도해 비만을 치료하면서 GLP-1 분비를 통해 비만 인자를 제거하는 것으로 약을 디자인하고 있다”고 했다. 기존의 주사형 GLP-1 비만치료제 대비 원가를 낮출 계획이다. 일각에선 3종의 균주가 들어가다 보니 공정이 복잡해질 수 있는 데다 약 제조 원가가 높아질 것이라고 우려한다. 이에 대해 이 부사장은 “이를 극복하기 위해 배양하는 기술도 개발 중”이라며 “기존 비만치료제 주사제 대비 원가를 낮출 것”이라고 설명했다. 고바이오랩은 건강기능식품 사업을 통해 현금창출 능력도 확보했다. 지난해 3월 고바이오랩과 이마트 합작투자법인 ‘위바이옴’을 세웠다. 설립 10개월 만에 매출 100억원을 달성했다. 이미 올해 상반기 140억원 매출을 올렸다. 올해 연매출 300억원을 기록할 것으로 예상한다. 이 부사장은 “바이오벤처라도 재무적 안전성이 필요하다”며 “건강기능식품 사업을 통해 재무적 안전성을 추구하겠다”고 덧붙였다. ",김유림 기자 youforest@hankyung.com
뉴스1,내년 美대선 앞두고 바이든에 공화 '탄핵 조사' 꺼내들어…절차·전망은,2023.09.13. 오전 11:21,"차남 헌터 바이든 관련 권력 남용 혐의백악관·민주당 반발 ""정치적 목적""케빈 매카시 미 하원의장이 12일(현지시간) 조 바이든 미국 대통령과 그의 아들 헌터 바이든을 둘러싼 혐의 관련 성명을 발표하고 있다. 2023.09.12/뉴스1 ⓒ 로이터=뉴스1 ⓒ News1 김민수 기자(서울=뉴스1) 김민수 기자 = 공화당 소속의 케빈 매카시 미국 하원의장이 조 바이든 미국 대통령에 대한 공식적인 탄핵 조사를 하원 위원회에 지시했다.매카시 의장은 이번 조사에서 조 바이든 대통령이 아들 헌터 바이든의 사업 거래로부터 이익을 얻었는지에 초점을 맞출 것이라고 말했다. 그는 ""이러한 것들은 권력 남용, 방해, 부패 혐의이며 하원의 추가 조사가 필요하다""고 주장했다.◇탄핵조사란탄핵이란 일반 사법절차에 따라 소추하거나 징계 절차에 따라 징계하기가 곤란한 대통령이나 고위 공직자가 직무상 위헌이나 위법행위를 저지른 경우, 의회가 이들을 소추해 파면하는 제도를 일컫는다.탄핵 조사(impeachment inquiry)는 탄핵 추진을 염두에 두고 조사하는 것을 뜻한다.탄핵소추 절차는 '하원이 탄핵 조사를 승인하는 안을 통과시켜 절차를 개시할 때'나 '의원이 탄핵안을 제출할 때' 시작된다. 요컨대 탄핵 조사는 탄핵을 위해 반드시 거쳐야 하는 것은 아니란 의미다.지난 2019년 도널드 트럼프 당시 대통령이 볼로디미르 젤렌스키 우크라이나 대통령과의 통화에서 바이든과 그의 아들 헌터 바이든에 대한 조사에 협조해 줄 것을 압박했다는 혐의(직권 남용 혐의)로 탄핵 조사가 성사된 바 있다.2021년 1월6일 국회 의사당 점거 폭동 이후 트럼프 대통령 임기 마지막 주에 탄핵 소추를 제기하기 전에는 탄핵 조사가 진행되지 않았다.◇탄핵 조사 꺼내 든 이유는미 공화당은 헌터 바이든이 바이든 대통령의 부통령 재임 시절 우크라이나 에너지기업 부리스마 홀딩스 임원으로 영입돼 거액의 연봉을 받고, 바이든 대통령의 동생인 제임스 바이든과 함께 중국의 에너지 회사인 CEFC로부터 수백만 달러의 부적절한 거래를 했다는 의혹을 제기하고 있다.이와 별도로 공화당은 미 법무부가 연방 세금 탈세 혐의로 기소된 헌터 바이든에 대한 조사를 방해했다고 주장한다. 즉 바이든 행정부가 대통령 아들의 의혹을 덮으려 했을 수 있다고 지적한 것이다.백악관과 민주당은 반발하고 있다. 민주당은 탄핵 조사가 근거 없고 정치적인 목적이 강하다며 오히려 트럼프 전 대통령에 대한 4건의 형사 기소를 방해하기 위한 것이라고 주장한다.이언 샘스 백악관 감독·조사 담당 대변인은 ""하원 공화당은 대통령을 9개월간 조사하고서도 그가 잘못했다는 증거를 찾지 못했다""며 ""최악의 극단적인 정치""라고 비판했다.◇증거는 충분한가…전망은미 공화당은 한 FBI 정보원이 2000년 인터뷰에서 바이든 대통령이 부통령으로 재직 시 차남 헌터가 임원으로 있었던 우크라이나 에너지 기업으로부터 500만달러를 받았다고 말한 것을 근거로 들고 있다.해당 내용은 FD-1023이란 형식의 FBI 문서에 담겨 있는데 이 양식은 비밀 정보원의 검증되지 않은 보고를 기록하는 형식으로 알려져 있다.헌터 바이든의 사업 파트너인 데본 아처는 지난 7월31일 하원 감독위원회에 출석해 헌터 바이든이 부리스마의 이사로 재직할 당시 매일 아버지와 통화했으며, 당시 10년간 약 20회에 걸쳐 사업 파트너∙동료들과도 스피커폰으로 통화했는데, 사업 거래에 관한 이야기는 한 번도 없었다고 증언했다.한편 미 헌법에 따르면 하원이 탄핵을 가결하면 상원에서 탄핵 심판을 진행한다. 현재 공화당이 하원 다수당을 차지하고 있어 탄핵이 가결될 가능성이 있지만, 상원의 경우 민주당이 다수당을 차지하고 있기 때문에 탄핵이 인용될 가능성은 희박하다.		",김민수 기자 (kxmxs4104@news1.kr)
